umlid,treeloss_sum,land_area,forest_area,treeloss_2001,treeloss_2002,treeloss_2003,treeloss_2004,treeloss_2005,treeloss_2006,treeloss_2007,treeloss_2008,treeloss_2009,treeloss_2010,treeloss_2011,treeloss_2012,treeloss_2013,treeloss_2014,treeloss_2015,treeloss_2016,treeloss_2017,treeloss_2018,treeloss_2019,treeloss_sum_proportion_of_land,treeloss_sum_proportion_of_forest,remaining_proportion_of_forest
PO1000004934,265997.18364705873,770576.472705882,709828.2719999999,4708.340117647059,8977.417764705882,2752.374705882353,15243.792705882355,12053.583176470589,22182.600000000002,9881.670705882352,7202.722588235292,35579.10847058824,6111.6367058823525,19247.84894117647,17270.601176470587,10917.971647058823,16053.941647058826,19121.429999999997,26206.06164705883,10669.98176470588,10233.552,11582.547882352943,0.345192454050678,0.37473455783550247,0.6252654421644975
PO1000004935,376105.7491764705,782114.3551764707,712195.8522352941,24952.01823529412,10684.14,2991.8008235294114,40976.99894117647,37565.575058823524,3024.988235294118,23788.19576470588,23513.410588235292,7655.044588235294,39699.00635294118,33132.38223529411,26846.10811764706,19114.327764705882,18971.569764705884,7207.278705882352,21217.96870588235,11534.327647058823,8868.08788235294,14362.519764705878,0.48088332184058774,0.52809314740605,0.47190685259395004
PO1000004937,286266.21529411763,763552.6454117646,602694.5142352941,8152.654235294116,14416.937647058825,4834.1421176470585,23956.152352941175,21277.672235294114,31029.092823529412,21559.352470588234,17160.54917647059,24449.746588235295,8475.917647058823,7659.841411764706,16852.887529411764,9389.61282352941,18699.86505882353,16242.001764705881,22394.48541176471,7674.879176470588,4864.136117647058,7176.2887058823535,0.3749135269379383,0.4749773036466668,0.5250226963533332
PO1000004938,228809.03647058827,763578.848117647,468076.06870588247,2227.937294117647,3446.6121176470588,3410.4363529411767,6138.026823529411,4912.841999999999,13595.057294117647,16686.647294117647,9392.185764705882,16351.295294117648,8875.895294117647,11099.594117647059,34973.41411764706,7942.579411764706,12725.66188235294,17681.16105882353,22140.250941176473,13442.378117647058,11638.632352941177,12128.428941176471,0.2996534503733856,0.48882874337752436,0.5111712566224756
PO1000004940,195527.5510588235,750572.6032941177,565175.5729411766,14125.243411764708,4647.468705882352,7325.063647058824,11252.97670588235,10783.527529411765,9361.264588235294,7147.2296470588235,5168.064705882352,16903.610823529412,14113.862470588236,11585.120470588236,8763.684000000001,6093.350470588235,11791.875176470587,9893.800588235292,15400.590352941177,10786.59070588235,10555.645764705881,9828.581294117648,0.2605045137548199,0.3459589558007561,0.6540410441992439
PO1000004942,99002.39152941178,412912.09270588245,371318.63858823525,3841.536705882353,2695.7177647058825,3129.1263529411763,8071.181647058822,3773.719411764706,5472.868588235295,6371.770588235294,4305.383647058823,7674.622588235295,4387.615411764706,9434.116235294117,5414.67,3301.5391764705882,4877.9925882352945,3870.332823529412,5325.608823529412,7213.6845882352945,5785.930235294117,4054.9743529411767,0.2397662681192804,0.26662381372995947,0.7333761862700405
PO1000004944,93164.43635294118,556350.555882353,323550.75811764714,6110.731764705882,2457.1214117647055,3595.663411764706,2893.153058823529,2520.8322352941177,3670.7763529411764,3140.206588235294,3523.1865882352945,6005.391529411766,4635.665647058823,3604.7992941176467,6094.19894117647,2632.613647058823,7061.558117647059,4928.113411764705,8384.341411764704,6605.922352941176,9994.318588235294,5305.842,0.167456355292367,0.28794380484519033,0.7120561951548097
PO1000004945,92702.51329411767,502671.55376470584,453796.4756470588,3335.0858823529406,1740.0063529411764,1651.605882352941,4106.318117647059,2628.313411764706,5700.68294117647,3045.115058823529,5213.743764705882,4453.305529411764,4703.571176470588,5855.402117647059,6852.27,3535.974352941176,5295.103058823529,5464.791882352941,7483.223294117647,8653.433294117647,7495.926705882353,5488.640470588235,0.18441965255410203,0.20428213586704286,0.7957178641329572
PO1000004946,160010.81470588234,529279.0514117647,419016.5036470588,4878.728470588235,4633.23105882353,4887.8272941176465,10652.707764705883,3444.1874117647058,8991.132705882354,3695.5009411764704,2659.594235294118,9021.656470588236,7848.845294117647,11686.901647058823,13763.22988235294,8953.625294117644,16834.02176470588,17969.958352941176,8827.955647058823,6456.285176470588,7541.4497647058815,7263.975529411764,0.3023184353869284,0.38187234467657344,0.6181276553234265
PO1000004947,76348.64788235292,769626.7475294118,747409.9701176472,1733.6925882352941,2596.411058823529,544.6203529411764,2405.7970588235294,2336.757882352941,3982.0499999999997,3844.334823529411,767.808,1184.1617647058822,229.88294117647055,430.427294117647,3427.0965882352943,9603.41894117647,9537.874235294117,11022.403764705883,12305.960470588234,3230.682705882353,4386.800470588235,2778.4669411764708,0.09920217576564308,0.10215096257056237,0.8978490374294377
PO1000004948,211988.72047058828,721211.4547058821,593605.9291764704,13574.346705882352,6382.477411764705,7598.983058823529,16856.30117647059,17997.35329411765,11164.817294117647,8828.017764705883,4523.8679999999995,16564.402235294117,18012.208235294118,12657.657529411765,12012.883058823529,5134.571647058823,10298.50023529412,7922.693294117647,12632.289176470587,10678.834588235293,8707.204941176471,10441.310823529411,0.29393421178680473,0.35712028814248437,0.6428797118575156
PO1000005100,126016.83670588235,417502.0987058824,320488.68423529406,2182.070117647059,2042.0555294117646,1619.9407058823529,7144.751294117646,3479.3502352941173,8330.067529411765,4231.896,4385.935058823529,16207.02670588235,4269.437647058823,8399.965764705881,10769.181529411766,5688.398117647058,10066.32,10774.717764705883,9470.226705882353,5018.2941176470595,5298.773294117646,6638.428588235295,0.3018352173473921,0.3932021406826465,0.6067978593173535
PO1000005104,302402.8535294118,783661.7975294116,671544.0331764705,1822.5162352941177,7879.634823529413,8238.571411764706,33909.365999999995,11587.825058823528,25149.035647058823,34735.785529411754,19602.404470588233,19987.746,17402.455764705883,18611.5305882353,19364.77976470588,11897.602235294118,20943.751411764708,20578.774941176467,16612.04611764706,5400.878470588234,3183.5964705882357,5494.552588235294,0.38588438849867795,0.45030979145033273,0.5496902085496673
PO1000005106,369848.8965882353,785146.1159999999,720880.5769411763,23241.98576470588,15142.719176470591,6193.532117647058,19081.10082352941,28865.471647058817,18504.385764705887,13690.847647058823,28042.85364705882,27292.43117647059,43780.01435294118,12920.477647058824,32556.908470588234,14786.418352941178,17679.829411764706,15105.643411764706,21051.134117647052,13361.026941176468,7652.061529411765,10900.054588235293,0.47105741090902287,0.5130515489230817,0.4869484510769183
PO1000005128,301498.04011764703,784164.4923529411,666716.866235294,9397.435764705882,9901.449529411764,5755.2105882352935,27648.06105882353,35513.59164705882,32559.635294117645,21486.49482352941,12836.365411764704,26384.60258823529,12365.686588235294,7429.560352941176,21524.809058823528,11570.379176470587,13399.44882352941,7409.084823529411,11499.100235294116,13173.048,11156.01988235294,10488.056470588235,0.3844831576254885,0.45221300882951415,0.5477869911704858
PO1000005145,76579.31964705883,430934.9039999999,392360.5951764705,2768.936823529412,1249.0358823529411,3012.898588235294,2600.406,3330.4782352941174,5696.7130588235295,3421.4445882352934,5874.285176470588,5687.899058823529,6000.621882352941,3705.728470588235,5451.587647058824,4229.180117647058,5272.241294117646,2655.436588235294,3605.928,3746.9685882352937,5599.790117647059,2669.7395294117646,0.17770507549107428,0.1951758677820744,0.8048241322179256
PO1000005155,400459.51517647045,785796.166235294,656448.5368235292,2720.0188235294113,12786.346941176469,8282.63505882353,43410.07729411764,21084.93705882353,64539.23470588236,35328.07941176472,29103.886235294118,28023.679411764715,22449.354352941176,21464.712352941173,22113.862588235297,16659.879529411763,21157.458352941172,18300.304588235293,17187.42211764706,6365.7300000000005,4107.265411764705,5374.6309411764705,0.5096226380119031,0.6100394664816271,0.3899605335183729
PO1000005202,409948.07117647043,786564.882352941,652540.3387058821,7424.90788235294,10803.873176470588,7527.500823529413,30336.653999999995,44753.71870588235,43858.106117647054,26239.415294117643,28399.266352941173,39986.93823529412,27936.442235294107,12685.608,49858.13152941176,18237.69105882353,13140.293294117644,5312.149411764705,13647.136941176474,11478.862588235295,9635.595529411765,8685.78,0.5211878643121546,0.6282340674746322,0.3717659325253678
PO1000005203,354490.5878823528,783661.103647059,592383.1810588235,9642.286941176468,20144.518941176473,7859.556352941176,38412.207882352945,33104.0054117647,40625.18400000001,26027.97529411764,30221.86764705882,19765.211294117646,11635.842,12087.03282352941,18093.883411764706,11025.037411764704,17046.662470588235,14342.322,18074.095764705882,11110.07682352941,6438.938117647059,8833.883294117648,0.45235189833028433,0.5984143358843134,0.40158566411568664
PO1000005204,95429.4974117647,405719.742,363591.23823529406,3874.446,2085.2029411764706,3650.2994117647054,6707.301176470588,2356.105411764706,4837.859294117648,5071.050352941176,4319.749764705883,7062.956823529412,4334.1363529411765,8652.244235294116,6192.7588235294115,3959.945647058823,5192.040352941176,3846.5883529411763,5176.094823529412,7524.314470588234,6183.057176470587,4403.346,0.23521038671015596,0.2624636882751519,0.7375363117248481
PO1000005205,289869.5505882353,782415.2989411766,699840.1807058825,7633.273411764705,10101.534705882352,6865.949294117648,8685.51388235294,8008.281882352942,10829.406352941176,11146.906235294116,18598.192235294115,15693.052941176473,11089.741058823529,16459.992,30549.808941176467,14702.974235294114,21276.211058823526,19859.75011764706,30483.138705882346,15683.781529411764,18503.179058823527,13698.86294117647,0.37048042258441094,0.41419392395541377,0.5858060760445862
PO1000005206,75766.55470588236,414016.79399999976,384127.5324705881,2096.5249411764703,2786.034352941176,891.8128235294117,5868.918352941177,2909.6290588235292,6075.246705882353,1105.11,5679.562588235294,1724.0382352941174,2498.2450588235292,3844.4272941176464,6888.610941176469,2816.2683529411765,3936.06705882353,5968.344705882353,5125.667647058823,5725.587529411765,5497.210235294117,4329.248823529411,0.18300357812509993,0.19724322861882768,0.8027567713811723
PO1000005208,221818.1382352941,772371.0550588238,752442.3681176471,3321.496235294117,4723.033411764705,3994.161529411764,13916.241176470587,9703.608352941175,9879.092470588235,6941.547176470588,21295.739999999998,23854.39235294117,11223.672352941177,12766.625999999998,20761.114941176467,10486.988470588236,17642.191058823526,16272.063529411766,8356.351411764705,9060.853411764705,9359.06682352941,8259.897529411764,0.2871911586826625,0.29479751225360556,0.7052024877463945
PO1000005210,353322.102,784933.8702352939,605274.6190588233,8750.03894117647,18224.063647058825,6677.962941176471,35059.04011764705,30355.284705882346,46338.47505882353,27901.447058823527,30368.381647058824,21130.96023529412,12990.674823529413,12505.898823529413,17208.40870588235,11561.159294117646,16728.91376470588,14611.747764705882,17960.635764705883,10615.945058823529,6431.638235294118,7901.425411764704,0.4501297693958438,0.5837385062492808,0.4162614937507192
PO1000005212,139161.9575294117,544778.2856470589,367906.2790588237,11459.702117647059,3559.699764705882,4621.411764705882,7538.126117647058,6959.984117647058,6940.741764705883,5274.576705882353,3376.428705882353,9948.963882352937,9001.205647058823,6609.936352941177,5685.993176470588,3829.685647058824,8371.45588235294,7648.184117647057,12167.845411764705,8461.355999999998,10472.150470588234,7234.509882352941,0.2554469610772435,0.3782538256357441,0.6217461743642558
PO1000005218,34114.52470588235,150514.1202352941,108218.94952941177,246.1027058823529,967.8416470588235,427.52188235294113,583.74,2396.553529411765,940.8868235294117,735.66,1068.3899999999999,930.78,1121.6269411764704,1414.4297647058825,2387.653764705882,1373.3332941176473,5736.954705882353,1804.4322352941176,2332.002,3041.1176470588234,3065.85,3539.6477647058828,0.22665331765918148,0.315236147220323,0.684763852779677
PO1000005219,222612.7711764705,770530.1820000001,742149.4471764708,5397.7764705882355,6075.213176470588,5473.7181176470585,18086.007882352944,11233.143176470587,10708.179176470587,7476.289764705882,22191.25764705882,27413.122235294115,11244.800470588236,11066.368235294118,17690.716235294123,6561.801529411762,12622.415647058822,14759.475529411766,8094.12388235294,8979.98188235294,9246.174705882351,8292.205411764706,0.2889085676029631,0.29995679714295725,0.7000432028570427
PO1000005221,56318.868,777131.8034117647,763793.6145882353,1268.1197647058823,1328.3819999999998,470.856,1467.4372941176468,2272.0499999999997,3904.662352941176,3587.219294117647,562.362705882353,633.8661176470588,236.41517647058825,261.7715294117647,3309.0208235294112,9389.66788235294,8717.004352941176,6114.6179999999995,6425.23694117647,1005.6434117647059,3155.6869411764706,2208.8474117647056,0.07247016240070071,0.07373571462804356,0.9262642853719565
PO1000005222,299815.6492941176,787155.8011764708,753702.9074117647,9572.22635294118,10251.57211764706,4421.466352941176,21649.23317647059,15181.177764705884,22676.501647058827,17096.669647058825,7260.7591764705885,23693.93576470587,16162.89988235294,10961.914588235295,33383.28317647059,14965.084588235291,23665.281176470588,22230.039529411762,15650.53588235294,12758.162117647058,9240.608470588237,8994.297882352943,0.38088476111846953,0.3977902252277257,0.6022097747722743
PO1000005281,417733.9962352941,785656.4689411762,642531.102,9336.994588235293,14704.544470588236,6943.517294117647,32009.740941176467,37344.25235294117,39929.73952941176,28949.531294117645,32786.332941176464,41243.311764705875,34412.83764705882,13228.572,35949.230470588234,17790.32682352941,21462.64447058823,7255.585411764706,11727.555529411764,12601.072588235296,10066.733294117648,9991.472823529411,0.5317005749322873,0.6501381721990076,0.3498618278009924
PO1000005302,277192.38247058826,785837.5655294117,719651.9385882352,4272.215647058823,7723.754470588236,2325.414,27968.349176470583,15102.70376470588,25803.006352941175,24767.665411764705,25319.56870588235,17134.554705882354,21879.502941176474,10900.132235294117,22461.716823529412,9842.457882352941,14869.507411764705,11081.791411764707,14262.405176470587,8112.389294117646,6766.639764705882,6598.607294117647,0.35273496028895773,0.385175621168152,0.6148243788318479
PO1000005580,204237.49164705878,785511.3010588234,500821.4400000001,2338.306588235294,4433.332588235294,1829.9117647058822,6042.924,5798.474470588235,7519.180235294117,14549.425411764707,10543.906588235293,22992.760588235295,8930.774470588234,8812.14705882353,21923.271529411762,3743.912117647058,11890.680000000002,12691.292117647059,23011.04470588235,10421.605411764705,14973.683294117647,11790.858705882352,0.2600057966979706,0.4078050086015861,0.5921949913984139
PO1000005793,176887.11176470586,596486.0932941176,583748.2810588235,3200.648470588235,3101.847882352941,1759.3125882352938,4088.2648235294114,6462.777529411765,9166.40505882353,6977.616352941177,2483.0728235294114,7885.274117647058,4705.8045882352935,14148.246705882353,32038.019294117646,14368.622823529411,18718.710705882353,10472.332235294118,12187.363764705882,9509.508,8901.330352941177,6711.953647058823,0.2965485930909804,0.3030194991647114,0.6969805008352886
PO1000005803,101963.24717647061,642685.5910588236,437545.9210588236,3441.4881176470585,1919.551764705882,3601.406470588235,4051.658117647059,3592.9602352941174,4086.9522352941176,4011.59505882353,4403.353411764706,9673.937294117646,6654.344470588234,6892.712823529411,10163.099647058822,4091.1734117647056,7259.798470588234,2878.7170588235294,5726.238352941176,4355.983764705882,8650.675764705882,6507.600705882353,0.15865183317473525,0.23303439083543118,0.7669656091645688
PO1000005868,181540.3672941177,671683.4329411763,493744.70752941153,14031.252352941176,4961.841176470588,6091.686705882352,11284.852588235295,10649.093647058822,9063.993176470587,7159.310823529411,3650.3516470588233,15988.037294117647,13653.152470588237,10725.924705882353,8101.394117647059,4843.58505882353,9365.154352941176,9145.486588235293,13393.55788235294,10835.416588235295,9279.12388235294,9317.152235294117,0.2702766785525531,0.3676806343960733,0.6323193656039268
PO1000006144,394133.6131764705,744367.6990588233,687948.4256470585,18166.95282352941,24434.881764705882,4871.803764705882,28950.45,30637.228588235295,10785.869294117647,43988.71694117648,15625.366235294114,22687.15517647059,30299.061882352944,27726.068470588234,30274.346823529413,13260.148235294118,47514.31941176469,8797.392705882354,12258.485294117647,11228.96823529412,7465.316470588235,5161.08105882353,0.529487797058916,0.572911570813994,0.427088429186006
PO1000006145,176859.72388235296,381548.32235294103,361838.85035294114,2040.1542352941174,2298.164117647059,1040.7924705882351,3414.3561176470594,2890.8585882352936,8268.45705882353,8333.596941176469,3979.7523529411765,12109.638705882351,7510.039764705882,14511.446470588235,25749.452117647063,14435.53588235294,17733.49623529412,13242.614117647057,18598.077529411763,6358.197882352942,7313.326235294117,7031.76705882353,0.4635316512249099,0.4887803609530659,0.5112196390469341
PO1000006147,325058.97211764706,785436.5022352943,659259.0607058824,9787.730823529413,10589.981647058823,6363.385411764706,30794.750470588227,38995.60941176471,37194.96952941176,23006.585294117645,16283.553529411762,29081.869411764703,12196.465058823529,8169.108352941175,26601.539999999997,13032.093529411766,13470.53082352941,6770.287764705881,10325.462470588236,11227.77388235294,10172.802,10994.472705882352,0.41385773540261145,0.493067128678671,0.506932871321329
PO1000006150,228808.0288235294,716050.41,681258.6910588235,2549.653764705882,2991.023294117647,979.7717647058823,3138.8992941176475,3476.537647058823,3608.305058823529,6054.002117647058,7253.206588235293,16795.106470588238,9300.288705882353,15871.920352941177,24839.559529411763,13486.649647058823,16662.704470588233,18285.602117647057,38874.02717647058,16426.719882352943,14174.14976470588,14039.901176470587,0.3195417887178214,0.3358607116892882,0.6641392883107118
PO1000006152,318188.75505882356,780282.4577647059,644597.8750588234,9830.138117647059,9521.447647058823,6940.656000000001,28009.741764705883,41287.17882352941,36350.26094117647,21799.40294117647,13955.982,27377.44235294118,14891.930823529408,7742.114470588235,22840.130823529413,12037.890705882355,12216.475764705885,6559.146352941176,10634.895529411766,11490.593294117645,11265.062823529412,13438.263882352943,0.40778663148515043,0.49362364874346965,0.5063763512565304
PO1000006153,360088.66447058826,786053.3738823527,612590.7299999999,12151.302705882354,12644.397176470584,7065.381176470587,35953.16823529412,30662.076,20176.994117647057,26977.372235294115,19246.06905882353,29131.596705882355,24988.105764705884,13533.320470588234,21398.047411764706,13778.833764705882,16943.886352941172,9359.10811764706,16354.59988235294,19522.681764705878,15366.361764705882,14835.361764705882,0.4580969644492387,0.5878127872920773,0.4121872127079227
PO1000006156,238399.4234117647,784860.3437647056,696833.5905882354,1695.2424705882354,4481.515411764706,2009.309294117647,5061.117176470588,3904.7968235294115,17779.588941176473,5792.5192941176465,12456.832235294118,15673.297411764705,10691.426117647057,26555.895529411762,20123.626235294116,9117.571411764704,15314.61705882353,10566.75,40144.67505882353,7711.693764705882,12573.640588235292,16745.308588235293,0.30374757153386617,0.3421181565178548,0.6578818434821452
PO1000006159,333488.58882352925,784395.7814117646,611850.4567058822,11337.948352941175,12122.108470588235,5084.204470588235,26052.398117647062,35245.357764705885,21103.247647058826,25998.157411764707,23568.494470588234,23670.254470588232,25752.27458823529,16171.617176470585,18753.36,15887.820705882354,12522.001764705883,9882.462352941177,13660.06694117647,14046.299294117647,11705.472,10925.04282352941,0.4251534706412019,0.5450491785508921,0.4549508214491079
PO1000006161,136324.97011764708,528597.8770588235,468057.20470588235,4405.518705882352,4301.201999999999,2529.45,9069.228705882353,7118.464588235295,6072.910588235293,7016.010352941176,9514.964470588233,16139.085176470588,5030.494588235294,12023.221764705882,5597.282117647058,6278.653411764707,7153.947529411763,4755.458117647059,6589.535294117647,7185.450352941177,8418.39705882353,7125.695294117647,0.25789920095058677,0.29125707017652025,0.7087429298234798
PO1000006173,359065.70329411764,786608.2041176469,699669.5887058823,12421.36905882353,15285.60670588235,2880.4852941176464,18148.341529411766,30735.391058823527,18320.943176470588,29231.94247058823,31317.514588235295,23306.67388235294,31333.751294117646,27590.610352941178,31941.542117647055,19373.291294117644,13655.826705882355,11041.836000000001,14185.05211764706,12472.174235294115,9749.604352941178,6073.74705882353,0.4564733769804605,0.5131932401953472,0.4868067598046528
PO1000006176,352405.540235294,785324.8912941174,709232.6050588234,24687.67164705883,13851.68964705882,5857.9101176470585,25968.3074117647,40716.9511764706,10600.176352941178,19573.584352941176,21282.842470588235,11242.602705882355,51354.06141176471,15339.287647058825,27832.28505882353,10116.403764705883,12457.996588235292,6820.508117647058,18943.18305882353,13167.747176470586,8621.599411764708,13970.732117647056,0.4487385337482091,0.4968828811896848,0.5031171188103152
PO1000006181,347734.8268235293,784876.138235294,712102.2508235292,22401.288,14113.048588235293,6155.913529411764,24577.40011764706,36756.12564705883,13310.733529411764,17817.88094117647,19609.65105882353,13209.615882352942,52163.23376470589,19573.258941176467,32172.057176470586,9595.506,12235.321058823529,6435.051882352941,17447.198470588235,11021.371411764705,7075.242,12064.928823529412,0.44304420772094316,0.48832148251375745,0.5116785174862426
PO1000006182,121566.34411764705,654036.2816470587,531533.751882353,3239.7367058823525,2419.468235294117,3734.4134117647054,4117.329529411765,3852.894705882353,5258.174470588235,6264.694235294118,5387.84894117647,10564.207764705883,8098.816588235293,7714.292823529412,10577.298705882351,8420.34882352941,9368.82494117647,4270.375411764706,7020.555882352941,5516.304352941176,9574.43294117647,6166.325647058824,0.18587094864447992,0.22870860728436665,0.7712913927156333
PO1000006184,410548.06270588236,785654.0587058824,725021.7307058824,23493.859058823527,13910.812235294115,6311.162117647058,22452.073058823527,38327.1914117647,19810.70858823529,18185.468117647062,25683.208588235295,30600.011999999995,41765.831294117655,17150.39788235294,41027.43176470587,16838.671411764702,20963.889176470584,15122.840470588233,22381.086705882353,14522.413411764705,8844.135176470589,13156.870235294116,0.522555771406732,0.566256217322165,0.433743782677835
PO1000006186,252471.66211764686,786525.3197647058,715628.6223529412,11943.46094117647,7391.927294117648,3782.8499999999995,10719.66,8160.627176470586,14931.565764705883,14226.517764705883,15956.85070588235,14384.25705882353,8089.591764705882,14368.191176470586,22751.399647058824,12129.893647058823,14983.476,13926.504352941178,16171.31223529412,21289.917882352936,12860.122235294117,14403.536470588233,0.3209962295850506,0.3527970433708145,0.6472029566291855
PO1000006188,225276.26329411764,690181.1908235294,613489.9129411764,2892.6141176470587,4608.3571764705885,2922.192352941176,4383.773999999999,5476.13294117647,7228.543764705882,8136.492,8927.393999999998,16589.160705882354,8407.551176470588,18608.201999999997,25747.41494117647,13675.068352941176,22634.06364705882,19231.227882352938,21528.722470588233,11212.084941176468,11892.396705882353,11174.870117647059,0.3264016265429029,0.3672045106888627,0.6327954893111374
PO1000006198,174508.21976470586,561567.4432941177,494718.9144705882,2907.363882352941,3579.0275294117646,3304.8437647058827,4390.592117647057,5349.938823529411,8387.706,4941.618,5225.89094117647,17527.255764705882,6804.000000000001,13360.088470588234,15141.080470588233,6416.799529411765,15261.579176470588,18926.616352941175,17828.10529411765,6673.2303529411765,9015.001058823527,9467.48223529412,0.3107520242645338,0.35274216259035035,0.6472578374096496
PO1000006202,113540.4977647059,786218.8623529413,627831.4034117647,4789.992,2123.098235294118,3543.5615294117647,4360.670117647058,3478.338,3523.8599999999997,5596.76188235294,5457.667058823529,9909.67517647059,9840.733764705883,7301.2570588235285,11488.903058823527,3562.579764705882,9640.630235294118,3002.0611764705886,7261.029176470588,4933.248705882353,7596.611294117647,6129.819529411765,0.14441334748050913,0.18084552181955782,0.8191544781804422
PO1000006205,171509.1314117647,635188.3425882354,573793.6189411766,3204.512470588235,3906.928588235294,2781.4231764705883,5218.9256470588225,4871.7296470588235,6656.635764705882,3554.8778823529415,4710.762705882353,15824.983764705883,6684.4270588235295,13907.469529411765,15372.246352941176,6646.928823529412,15966.158470588234,17736.540705882355,18453.660705882354,6738.722117647058,9501.352588235291,9770.845411764705,0.27001303379231967,0.29890386673914415,0.7010961332608558
PO1000006208,182865.456,785856.6804705883,723924.5177647058,8257.08,5669.364,2505.0628235294116,10710.779647058822,8173.299882352942,16860.15282352941,11410.98882352941,5291.962588235294,14103.792705882352,7760.514705882352,12222.42494117647,11994.128823529412,7218.515294117646,8269.909411764706,6507.635999999999,10495.568823529413,12002.007529411763,10700.848588235294,12711.418588235294,0.2326956817246831,0.25260293236737147,0.7473970676326285
PO1000006210,211744.75411764707,711317.1649411765,647332.7043529411,4185.533294117647,8061.975529411764,3474.017294117647,9760.55188235294,9308.115176470588,13719.827294117651,5638.759411764706,6402.459176470588,33740.91917647058,5021.062235294117,19241.914588235293,16411.995882352938,9518.943882352942,12962.662588235291,14681.00294117647,17376.447529411766,6723.279176470588,6852.4259999999995,8662.86105882353,0.29767980382584697,0.3271034395354739,0.6728965604645261
PO1000006212,314642.77447058813,778696.3256470589,700630.3969411764,4969.7869411764705,8282.417647058823,2581.6725882352944,18292.4294117647,17874.033882352942,19357.86776470588,32818.844470588236,28413.251999999997,25525.18835294117,2990.8044705882353,8987.901176470588,39685.49082352941,10526.629058823528,15708.203294117644,11954.594823529409,25329.791294117644,15076.967647058824,16577.388352941176,9689.510470588233,0.40406351501547827,0.44908524643558245,0.5509147535644175
PO1000006222,139906.6083529412,569901.084,520434.36670588236,3387.52694117647,3405.6568235294117,2562.8237647058822,7372.407176470588,7802.3117647058825,7579.810235294116,14653.371176470586,9642.81988235294,8692.826470588234,6433.4371764705875,12514.66588235294,9246.755647058822,5408.254941176471,6374.592352941177,4065.0127058823527,7171.091294117646,8996.54611764706,8386.758352941177,6209.939647058823,0.2454927921367863,0.2688266135045764,0.7311733864954236
PO1000006225,332905.2222352942,767033.605764706,625023.5354117648,3837.2587058823538,5256.5668235294115,2830.529294117647,12111.924705882353,7773.309176470587,10706.70882352941,30650.94423529411,18790.55082352941,18826.097999999998,13615.015764705882,23205.766588235296,50465.01529411765,12844.511294117649,19733.878941176466,27454.357764705885,43847.09858823529,10984.366588235293,12507.688235294116,7463.632588235294,0.43401647559287726,0.5326282985743515,0.46737170142564854
PO1000006226,258759.63988235293,774853.9958823529,715201.4848235294,4647.439411764706,8798.946705882354,2849.2079999999996,15407.665058823532,11870.87894117647,22446.132,9623.759999999998,6860.099999999999,32609.681647058827,5880.033529411765,18076.984941176474,15589.219411764707,10475.607529411764,15939.818117647059,19107.41294117647,26121.716117647058,10785.051529411763,10132.245529411764,11537.738470588234,0.33394631925166035,0.3617996402037671,0.6382003597962329
PO1000006227,353342.71235294116,783250.722352941,585684.7754117646,9699.603882352942,20341.816235294118,8106.730588235296,38421.09811764705,32345.580352941175,39763.86811764705,27371.79282352941,31243.864941176467,18992.52247058824,10767.159176470586,11784.085411764707,18174.86894117647,11474.792117647059,17329.891411764707,13312.046823529408,18270.87211764706,10770.27317647059,6335.518235294117,8836.327411764707,0.45112337884793063,0.6032984417334806,0.3967015582665194
PO1000006230,184756.428,631077.3511764706,568423.0842352941,4064.5090588235294,7032.337764705881,2288.517882352941,11853.10094117647,6856.831411764705,15663.84988235294,7206.695999999999,4042.9729411764706,14591.250352941175,3980.556,8535.342352941176,9458.940705882349,8636.118705882353,12420.307411764707,16353.771882352941,23187.735529411762,9162.333529411764,9226.092352941178,10195.163294117647,0.29276352202399963,0.3250332949594313,0.6749667050405688
PO1000006231,230638.5458823529,757906.0376470587,466566.31235294126,2191.749529411765,3324.1521176470583,3419.1296470588236,6063.0610588235295,4923.132,13495.000941176468,17020.248,9343.774588235292,16144.787999999997,9148.771764705882,12079.612588235294,35490.6,7893.67094117647,13002.54811764706,18810.764823529407,21131.355882352942,13373.068235294117,11759.500235294116,12023.617411764706,0.3043102105353019,0.4943317590145317,0.5056682409854683
PO1000006232,218010.5071764706,763978.6111764705,452387.9647058823,1553.8598823529414,2710.7124705882356,2403.0060000000003,5573.983764705882,5314.051411764706,16555.561411764706,18981.95929411765,9199.906235294118,17306.341764705878,7715.633999999999,10937.13917647059,33445.93729411765,6625.6994117647055,11858.816470588235,14399.811176470586,22118.180117647054,10694.042117647059,9467.234117647058,11148.631058823532,0.28536205593603015,0.48191049317195916,0.5180895068280409
PO1000006236,157269.14752941177,782914.6104705882,497171.9343529411,2398.5102352941176,2663.8171764705885,3582.357176470588,6336.915176470588,2864.3530588235294,7560.488117647057,4955.058705882354,4498.459058823529,15585.453176470588,6391.70788235294,9043.763647058822,19166.62376470588,8112.626470588235,18136.90658823529,14032.817647058824,11502.552000000001,4874.800588235293,6678.00494117647,8883.932117647057,0.20087650099527668,0.3163274848450452,0.6836725151549548
PO1000006237,342529.7689411764,781671.2530588234,664514.360117647,8837.955176470587,8870.751529411764,4990.122352941176,15389.078117647061,9859.175294117647,19345.540588235297,19590.08682352941,22489.420941176475,27777.415764705882,16684.06341176471,10043.542235294117,45518.63647058823,13818.909882352942,19587.865411764702,19653.849176470587,27851.763529411764,19303.946117647058,18611.538352941177,14306.107764705885,0.4382018241054592,0.5154587914105185,0.48454120858948146
